0,1
-3.408488947,1.728971557
0.2525690076,-0.5403287432
5.315145927,4.322031228
4.035170928,-3.988881133
-5.054942254,3.837815697
2.257166959,-3.641247528
-4.231813179,3.883425013
-6.013359748,3.235552752
0.5346137531,0.001209634542
4.831850607,-4.916256508
-4.597141127,3.604572611
4.047747131,-2.892851385
-2.146494366,5.150746032
-4.151700191,-5.236837701
-0.03396919411,0.8575622628
-0.4698820475,-0.5084953061
2.942622038,2.655644611
3.030716536,-1.756670879
3.304816409,-4.439935738
-2.827722573,-2.850936812
1.592913262,-1.849831384
0.8593177608,1.108212593
-3.549468821,-4.494298647
5.175798643,-2.701983656
-2.649694004,-1.984779175
3.749640045,3.803638327
4.103522847,4.443978486
-3.651249406,-4.338618254
3.684083205,-4.281912747
-3.200123327,4.679026683
-5.985844161,4.405738002
-5.06696284,-0.598894281
-0.8529815982,0.7819643798
4.995268339,-4.37575183
4.246091577,4.790613573
-3.546209989,3.363023133
0.4223092336,0.4421006231
-5.055658898,-4.308375994
1.665997801,0.2005314888
4.815866103,-4.110521776
4.225007522,2.468863706
4.280619844,-4.776743152
-4.099189178,3.156418068
-4.567239427,3.315209956
4.032226881,6.567122577
0.5246980806,-0.1938218598
1.561242362,-1.611013774
-1.595852434,1.182029978
-0.1251166902,-0.2204531842
3.990435648,4.671653421
-4.005137418,-4.159562874
2.848653406,3.416907131
-2.835421836,4.529927826
-2.947468185,-5.53409657
-0.7489509901,0.4844248725
4.242061193,-2.684859001
-2.585496483,3.453735203
2.911894681,4.551469175
3.110612808,-4.182867857
4.612526939,5.085007239
4.754648002,2.829440686
-4.465441483,-3.599522616
-6.206867095,-4.403128997
-4.035715407,5.003930284
4.500598924,3.654485832
4.415190466,3.381717616
-1.627451456,-0.3371271913
5.75659407,-1.936487218
-4.500780656,6.044142881
-3.518660048,4.308090862
5.195080063,4.567563409
-0.2787849415,-0.5746102846
3.694831495,4.727464205
4.112102881,-4.475220037
2.21546627,-5.283189544
0.4143368561,-0.03480309438
3.374883783,3.760272881
4.386089813,-5.375357475
-1.483368262,0.3129903226
-3.3649131,3.731121498
-3.69439316,4.39788845
